Race,Lap,Position,Overtaker,Overtaken,Live,Turn
Italy,9,8,Sainz,De Vries,Yes,1
Italy,9,15,Hamilton,Magnussen,,1
Italy,10,7,Sainz,Alonso,Yes,1
Italy,11,6,Sainz,Norris,Yes,1
Italy,11,13,Hamilton,Tsunoda,,Roggia
Italy,12,5,Sainz,Gasly,Yes,1
Italy,13,4,Sainz,Ricciardo,Yes,Ascari
Italy,13,7,Alonso,Norris,Background,3
Italy,13,15,Latifi,Magnussen,,1
Italy,16,12,Hamilton,Ocon,,1
Italy,16,15,Schumacher,Magnussen,,1
Italy,17,11,Hamilton,Stroll,Yes ,1
Italy,18,6,Norris,Alonso,Yes ,1
Italy,18,16,Bottas,Magnussen,,1
Italy,20,10,Perez,Magnussen,,1
Italy,21,17,Tsunoda,Stroll,,1
Italy,22,9,Perez,Bottas,Yes,1
Italy,24,8,Perez,Schumacher,PiP,1
Italy,24,18,Latifi,Stroll,,1
Italy,27,6,Hamilton,Alonso,Yes,1
Italy,33,5,Sainz,Perez,Yes,Roggia
Italy,35,9,Hamilton,De Vries,,Ascari
Italy,35,10,Hamilton,Zhou,Yes,1
Italy,35,16,Schumacher,Stroll,,Ascari
Italy,36,7,Gasly,Norris,Yes,1
Italy,36,7,Hamilton,Gasly,Yes,2
Italy,36,8,Hamilton,Norris,Yes,2
Italy,37,6,Hamilton,Ricciardo,Yes,1
Italy,37,8,Norris,Gasly,Yes,1
Italy,37,16,Bottas,Stroll,,Ascari
Italy,41,14,Schumacher,Latifi,Yes,1
Italy,41,14,Latifi,Schumacher,Yes,Roggia
Italy,41,14,Schumacher,Latifi,Yes,Lesmo 1
Italy,42,15,Bottas,Latifi,Yes,1
Italy,45,13,Schumacher,Tsunoda,,Ascari
Italy,47,13,Bottas,Tsunoda,,1
Singapore,2,10,Verstappen,Stroll,Yes,7
Singapore,2,11,Verstappen,Magnussen,Yes,5
Singapore,2,18,Russell,Zhou,,5
Singapore,3,9,Verstappen,Tsunoda,Yes,14
Singapore,4,17,Russell,Latifi,Replay,14
Singapore,11,7,Verstappen,Gasly,Yes,13
Singapore,11,8,Verstappen,Vettel,,5
Singapore,22,15,Magnussen,Albon,,14
Singapore,40,11,Russell,Magnussen,,1
Singapore,40,12,Russell,Bottas,,7
Singapore,46,13,Russell,Schumacher,Replay,14
Singapore,47,11,Verstappen,Magnussen,PiP,7
Singapore,50,10,Verstappen,Bottas,Yes,14
Singapore,51,9,Verstappen,Gasly,Yes,7
Singapore,57,8,Verstappen,Hamilton,Yes,8
Singapore,59,7,Verstappen,Vettel,PiP,7
Japan,6,11,Magnussen,Stroll,Replay,Degner 1
Japan,8,5,Leclerc,Zhou,,130r
Japan,9,1,Verstappen,Schumacher,Yes,1
Japan,9,2,Leclerc,Schumacher,Yes,11
Japan,9,4,Perez,Zhou,,10
Japan,9,8,Vettel,Alonso,,1
Japan,9,16,Magnussen,Bottas,Yes,Spoon
Japan,10,3,Perez,Schumacher,,Dunlop
Japan,10,4,Ocon,Schumacher,Yes,Spoon
Japan,10,5,Hamilton,Schumacher,Yes,Finish Line
Japan,11,6,Vettel,Schumacher,Yes,10
Japan,11,7,Alonso,Schumacher,Yes,10
Japan,11,8,Latifi,Schumacher,Yes,Spoon
Japan,11,9,Norris,Schumacher,Yes,Spoon
Japan,15,9,Russell,Norris,PiP,Chicane
Japan,15,10,Russell,Tsunoda,PiP,Dunlop
Japan,20,8,Russell,Latifi,Replay,Dunlop
Japan,22,14,Stroll,Schumacher,,10
Japan,23,9,Alonso,Norris,,130r
Japan,23,13,Stroll,Bottas,,Spoon
Japan,23,15,Tsunoda,Schumacher,,130r
Japan,24,8,Alonso,Latifi,,Dunlop
Japan,24,12,Stroll,Magnussen,,3
Japan,24,16,Zhou,Schumacher,,Chicane
Japan,24,17,Gasly,Schumacher,,Finish Line
Japan,25,13,Tsunoda,Magnussen,,130r
Japan,25,14,Tsunoda,Bottas,,1
Japan,28,7,Alonso,Russell,,1
USA,2,6,Perez,Norris,Yes,12
USA,2,9,Leclerc,Albon,Yes,12
USA,2,15,Latifi,Schumacher,,1
USA,2,16,Zhou,Schumacher,Background,12
USA,3,18,Ocon,Magnussen,,12
USA,4,5,Perez,Vettel,,12
USA,4,7,Gasly,Norris,,12
USA,4,10,Bottas,Albon,,1
USA,5,3,Russell,Stroll,Yes,12
USA,5,7,Leclerc,Norris,,15
USA,5,8,Leclerc,Gasly,,12
USA,5,7,Norris,Gasly,,12
USA,5,11,Alonso,Albon,,12
USA,5,13,Tsunoda,Ricciardo,,12
USA,6,4,Perez,Stroll,Yes,12
USA,6,14,Zhou,Ricciardo,,12
USA,7,8,Gasly,Norris,Yes,12
USA,10,14,Ocon,Schumacher,,20
USA,11,17,Zhou,Ricciardo,,1
USA,12,6,Leclerc,Vettel,Yes,12
USA,13,10,Schumacher,Ocon,,12
USA,14,3,Leclerc,Stroll,Yes,12
USA,16,3,Hamilton,Vettel,Replay,1
USA,16,6,Russell,Alonso,Replay,1
USA,16,8,Stroll,Schumacher,,1
USA,16,9,Ocon,Schumacher,Yes,12
USA,16,15,Tsunoda,Albon,,1
USA,17,11,Gasly,Magnussen,Replay,12
USA,22,8,Alonso,Gasly,Yes,2
USA,22,10,Tsunoda,Norris,Yes,1
USA,22,12,Schumacher,Ocon,Yes,11
USA,22,14,Magnussen,Zhou,,1
USA,26,11,Magnussen,Ocon,,3
USA,28,15,Alonso,Latifi,,12
USA,29,16,Zhou,Latifi,,15
USA,29,16,Latifi,Zhou,,15
USA,30,3,Leclerc,Perez,Yes,12
USA,30,13,Albon,Ricciardo,,12
USA,31,14,Alonso,Ricciardo,,12
USA,33,12,Alonso,Albon,,12
USA,33,15,Zhou,Latifi,,12
USA,36,12,Tsunoda,Latifi,,12
USA,37,6,Magnussen,Russell,Yes,1
USA,37,6,Russell,Magnussen,Yes,12
USA,37,14,Norris,Latifi,,1
USA,38,15,Schumacher,Latifi,,12
USA,38,15,Gasly,Latifi,,15
USA,39,3,Verstappen,Leclerc,Yes,1
USA,39,3,Leclerc,Verstappen,Yes,1
USA,39,3,Verstappen,Leclerc,Yes,12
USA,39,5,Russell,Perez,Replay,2
USA,39,5,Perez,Russell,Replay,3
USA,40,14,Gasly,Schumacher,,12
USA,41,1,Hamilton,Vettel,Yes,1
USA,42,11,Norris,Tsunoda,Replay,1
USA,43,10,Norris,Zhou,Yes,1
USA,44,9,Norris,Albon,Yes,1
USA,45,8,Norris,Ocon,Yes,12
USA,47,15,Ocon,Latifi,Yes,12
USA,48,6,Alonso,Magnussen,Yes,12
USA,48,11,Vettel,Tsunoda,,15
USA,49,8,Norris,Magnussen,,12
USA,49,10,Vettel,Zhou,,19
USA,50,1,Verstappen,Hamilton,Yes,12
USA,51,9,Vettel,Albon,,1
USA,51,9,Albon,Vettel,,1
USA,51,9,Vettel,Albon,Replay,12
USA,51,9,Albon,Vettel,Replay,13
USA,51,9,Vettel,Albon,Yes,19
USA,51,11,Tsunoda,Zhou,,13
USA,51,16,Ricciardo,Latifi,,1
USA,51,16,Latifi,Ricciardo,,3
USA,51,16,Ricciardo,Latifi,,7
USA,52,14,Ocon,Schumacher,,12
USA,53,10,Tsunoda,Albon,,12
USA,53,10,Albon,Tsunoda,,13
USA,53,11,Zhou,Tsunoda,,13
USA,53,11,Tsunoda,Zhou,,15
USA,53,12,Gasly,Zhou,,16
USA,54,10,Tsunoda,Albon,,1
USA,55,6,Norris,Alonso,,12
USA,55,11,Gasly,Albon,,1
USA,55,13,Ocon,Zhou,,12
USA,56,8,Vettel,Magnussen,Yes,19
USA,56,12,Ocon,Albon,,1
Mexico,5,18,Albon,Magnussen,,5
Mexico,7,19,Latifi,Magnussen,,1
Mexico,9,12,Ricciardo,Zhou,Yes,1
Mexico,9,17,Albon,Schumacher,,1
Mexico,27,5,Perez,Leclerc,Yes,1
Mexico,31,10,Leclerc,Ricciardo,Replay,1
Mexico,33,17,Stroll,Magnussen,,1
Mexico,38,6,Sainz,Bottas,Replay,1
Mexico,38,11,Ocon,Gasly,Yes,1
Mexico,38,14,Norris,Albon,Replay,1
Mexico,40,5,Sainz,Alonso,Yes,4
Mexico,41,10,Ocon,Bottas,Yes,1
Mexico,45,8,Ocon,Zhou,Yes,1
Mexico,45,9,Bottas,Zhou,Yes,1
Mexico,51,11,Albon,Vettel,,1
Mexico,51,16,Stroll,Schumacher,,1
Mexico,53,13,Gasly,Vettel,Yes,4
Mexico,57,9,Ricciardo,Bottas,Yes,1
Mexico,57,14,Zhou,Vettel,Replay,2
Mexico,60,7,Ocon,Alonso,Yes,1
Mexico,60,8,Ricciardo,Alonso,Yes,1
Mexico,61,7,Ricciardo,Ocon,Yes,1
Mexico,64,9,Norris,Bottas,Yes,1
Mexico,68,11,Gasly,Albon,Yes,1
Brazil Sprint,2,4,Sainz,Norris,Yes,2
Brazil Sprint,2,13,Ricciardo,Vettel,,1
Brazil Sprint,2,13,Vettel,Ricciardo,,4
Brazil Sprint,3,1,Verstappen,Magnussen,Replay,1
Brazil Sprint,3,2,Russell,Magnussen,Yes,Finish Line
Brazil Sprint,3,6,Hamilton,Ocon,Yes,1
Brazil Sprint,4,3,Sainz,Magnussen,Yes,4
Brazil Sprint,4,7,Perez,Ocon,,1
Brazil Sprint,5,5,Hamilton,Norris,,1
Brazil Sprint,5,14,Schumacher,Albon,,1
Brazil Sprint,6,4,Hamilton,Magnussen,Yes,1
Brazil Sprint,6,8,Leclerc,Ocon,,1
Brazil Sprint,6,16,Tsunoda,Latifi,,1
Brazil Sprint,7,9,Gasly,Ocon,Replay,1
Brazil Sprint,7,17,Zhou,Latifi,,1
Brazil Sprint,7,18,Bottas,Latifi,,10
Brazil Sprint,8,6,Perez,Norris,Yes,1
Brazil Sprint,9,5,Perez,Magnussen,Yes,1
Brazil Sprint,9,11,Vettel,Stroll,Yes,Finish Line
Brazil Sprint,9,16,Zhou,Tsunoda,,Finish Line
Brazil Sprint,10,12,Ricciardo,Stroll,Yes,Finish Line
Brazil Sprint,11,10,Vettel,Ocon,Yes,1
Brazil Sprint,11,17,Bottas,Tsunoda,,1
Brazil Sprint,12,7,Leclerc,Norris,,1
Brazil Sprint,13,11,Ricciardo,Ocon,,Finish Line
Brazil Sprint,15,1,Russell,Verstappen,Yes,4
Brazil Sprint,15,6,Leclerc,Magnussen,,1
Brazil Sprint,15,12,Stroll,Ocon,,1
Brazil Sprint,15,13,Schumacher,Ocon,,4
Brazil Sprint,15,18,Alonso,Latifi,,1
Brazil Sprint,16,14,Zhou,Ocon,,1
Brazil Sprint,17,15,Bottas,Ocon,,1
Brazil Sprint,19,2,Sainz,Verstappen,Yes,1
Brazil Sprint,19,3,Hamilton,Verstappen,Yes,Finish Line
Brazil Sprint,20,7,Norris,Magnussen,Yes,4
Brazil Sprint,21,9,Vettel,Gasly,Yes,1
Brazil Sprint,22,16,Tsunoda,Ocon,,4
Brazil Sprint,23,17,Alonso,Ocon,,4
Brazil Sprint,24,16,Alonso,Tsunoda,,6
Brazil,7,8,Gasly,Hamilton,,3
Brazil,7,9,Schumacher,Hamilton,,3
Brazil,7,8,Verstappen,Hamilton,,4
Brazil,7,9,Stroll,Bottas,,4
Brazil,7,9,Bottas,Stroll,,5
Brazil,7,9,Stroll,Bottas,,6
Brazil,7,11,Ocon,Zhou,,1
Brazil,7,12,Alonso,Zhou,,9
Brazil,8,12,Zhou,Alonso,,1
Brazil,8,12,Alonso,Zhou,,6
Brazil,9,3,Sainz,Norris,Yes,1
Brazil,9,6,Hamilton,Gasly,Yes,Finish Line
Brazil,9,7,Hamilton,Schumacher,Yes,1
Brazil,12,9,Bottas,Stroll,Replay,1
Brazil,12,14,Tsunoda,Latifi,,1
Brazil,12,15,Albon,Latifi,,4
Brazil,13,10,Ocon,Stroll,Replay,2
Brazil,13,14,Albon,Tsunoda,,4
Brazil,14,5,Hamilton,Vettel,Yes,1
Brazil,14,11,Alonso,Stroll,,4
Brazil,15,4,Hamilton,Norris,Yes,1
Brazil,16,11,Zhou,Stroll,,1
Brazil,17,5,Vettel,Norris,Yes,1
Brazil,17,8,Bottas,Schumacher,Replay,1
Brazil,18,8,Ocon,Schumacher,,1
Brazil,18,11,Sainz,Albon,Yes,9
Brazil,19,14,Verstappen,Latifi,,Finish Line
Brazil,20,9,Sainz,Stroll,Yes,10
Brazil,21,8,Sainz,Schumacher,Yes,10
Brazil,24,5,Perez,Bottas,Yes,11
Brazil,24,7,Sainz,Ocon,,1
Brazil,25,7,Alonso,Albon,,1
Brazil,27,10,Ocon,Zhou,Yes,10
Brazil,28,7,Bottas,Gasly,Yes,1
Brazil,29,8,Vettel,Gasly,Yes,1
Brazil,29,14,Leclerc,Tsunoda,Yes,1
Brazil,30,8,Ocon,Gasly,Replay,1
Brazil,30,10,Norris,Zhou,,1
Brazil,30,16,Verstappen,Albon,Replay,1
Brazil,33,14,Stroll,Tsunoda,Yes,1
Brazil,33,15,Verstappen,Tsunoda,Yes,Finish Line
Brazil,35,12,Leclerc,Schumacher,Yes,1
Brazil,36,9,Leclerc,Zhou,,1
Brazil,36,12,Verstappen,Stroll,Replay,1
Brazil,36,15,Alonso,Albon,Replay,9
Brazil,37,14,Alonso,Tsunoda,Yes,Finish Line
Brazil,40,14,Gasly,Albon,,1
Brazil,41,10,Verstappen,Schumacher,PiP,1
Brazil,41,12,Alonso,Stroll,PiP,Finish Line
Brazil,43,8,Leclerc,Norris,PiP,1
Brazil,44,11,Alonso,Schumacher,,1
Brazil,45,2,Hamilton,Perez,Yes,1
Brazil,47,8,Bottas,Stroll,,Finish Line
Brazil,47,11,Leclerc,Gasly,Yes,1
Brazil,48,13,Norris,Zhou,,4
Brazil,51,7,Leclerc,Vettel,Yes,1
Brazil,51,10,Verstappen,Gasly,,Finish Line
Brazil,60,5,Leclerc,Bottas,Yes,1
Brazil,60,7,Alonso,Ocon,,10
Brazil,60,7,Ocon,Vettel,Yes,1
Brazil,60,8,Alonso,Vettel,,4
Brazil,60,9,Verstappen,Vettel,,11
Brazil,60,12,Stroll,Schumacher,,6
Brazil,61,6,Alonso,Bottas,Yes,6
Brazil,61,13,Gasly,Schumacher,,2
Brazil,61,13,Schumacher,Gasly,,3
Brazil,63,3,Sainz,Perez,Yes,4
Brazil,63,7,Verstappen,Ocon,Yes,1
Brazil,63,8,Ocon,Bottas,,4
Brazil,63,8,Verstappen,Bottas,Yes,1
Brazil,63,11,Stroll,Zhou,,1
Brazil,64,4,Leclerc,Perez,Yes,1
Brazil,65,5,Alonso,Perez,Yes,4
Brazil,66,13,Gasly,Schumacher,Replay,1
Brazil,66,13,Schumacher,Gasly,Replay,2
Brazil,66,13,Gasly,Schumacher,,4
Brazil,68,12,Gasly,Zhou,,1
Abu Dhabi,2,13,Ricciardo,Schumacher,Yes,6
Abu Dhabi,2,16,Albon,Magnussen,Yes,9
Abu Dhabi,3,17,Gasly,Magnussen,,9
Abu Dhabi,4,14,Zhou,Schumacher,,9
Abu Dhabi,5,4,Hamilton,Sainz,Yes,9
Abu Dhabi,5,6,Russell,Norris,Yes,9
Abu Dhabi,5,15,Albon,Schumacher,,9
Abu Dhabi,6,16,Gasly,Schumacher,,6
Abu Dhabi,6,16,Schumacher,Gasly,Replay,9
Abu Dhabi,8,4,Sainz,Hamilton,Yes,9
Abu Dhabi,8,8,Vettel,Ocon,Yes,9
Abu Dhabi,8,8,Ocon,Vettel,Yes,9
Abu Dhabi,9,5,Russell,Hamilton,Yes,9
Abu Dhabi,9,19,Bottas,Latifi,,6
Abu Dhabi,14,15,Magnussen,Gasly,,12
Abu Dhabi,15,14,Ocon,Latifi,,6
Abu Dhabi,16,5,Perez,Vettel,Yes,6
Abu Dhabi,16,5,Vettel,Perez,Yes,9
Abu Dhabi,16,6,Perez,Alonso,,5
Abu Dhabi,17,5,Perez,Vettel,Yes,6
Abu Dhabi,17,11,Norris,Bottas,,6
Abu Dhabi,18,8,Russell,Ricciardo,Yes,6
Abu Dhabi,18,10,Norris,Magnussen,,6
Abu Dhabi,19,5,Sainz,Alonso,Yes,6
Abu Dhabi,19,11,Ocon,Bottas,,9
Abu Dhabi,19,12,Ocon,Magnussen,,6
Abu Dhabi,20,4,Sainz,Vettel,Yes,6
Abu Dhabi,20,10,Bottas,Magnussen,,6
Abu Dhabi,20,11,Stroll,Magnussen,,9
Abu Dhabi,20,18,Gasly,Ricciardo,,6
Abu Dhabi,20,18,Ricciardo,Gasly,,9
Abu Dhabi,21,5,Russell,Vettel,Yes,6
Abu Dhabi,21,10,Stroll,Bottas,,6
Abu Dhabi,21,12,Tsunoda,Magnussen,,6
Abu Dhabi,22,13,Alonso,Magnussen,,5
Abu Dhabi,23,6,Hamilton,Vettel,Yes,6
Abu Dhabi,23,11,Alonso,Tsunoda,Yes,6
Abu Dhabi,23,11,Tsunoda,Alonso,Yes,9
Abu Dhabi,23,11,Tsunoda,Bottas,Yes,6
Abu Dhabi,23,12,Alonso,Bottas,Yes,6
Abu Dhabi,23,14,Albon,Magnussen,,9
Abu Dhabi,23,17,Ricciardo,Schumacher,,9
Abu Dhabi,24,7,Norris,Vettel,Replay,6
Abu Dhabi,24,11,Alonso,Tsunoda,Yes,6
Abu Dhabi,24,15,Zhou,Magnussen,,6
Abu Dhabi,25,13,Albon,Bottas,,9
Abu Dhabi,25,16,Ricciardo,Magnussen,Yes,6
Abu Dhabi,25,17,Schumacher,Magnussen,Yes,9
Abu Dhabi,26,17,Gasly,Magnussen,Yes,6
Abu Dhabi,27,14,Ricciardo,Bottas,,6
Abu Dhabi,27,18,Vettel,Magnussen,,5
Abu Dhabi,28,14,Schumacher,Bottas,Yes,9
Abu Dhabi,28,16,Vettel,Gasly,Yes,6
Abu Dhabi,30,12,Ricciardo,Zhou,Replay,9
Abu Dhabi,30,15,Vettel,Bottas,Yes,6
Abu Dhabi,30,16,Gasly,Bottas,Yes,9
Abu Dhabi,39,16,Schumacher,Bottas,,6
Abu Dhabi,40,5,Sainz,Norris,Yes,6
Abu Dhabi,40,8,Russell,Stroll,Replay,6
Abu Dhabi,43,8,Ocon,Ricciardo,Yes,6
Abu Dhabi,43,10,Vettel,Zhou,Yes,9
Abu Dhabi,44,11,Stroll,Zhou,,6
Abu Dhabi,44,11,Zhou,Stroll,,7
Abu Dhabi,44,11,Stroll,Zhou,,9
Abu Dhabi,45,3,Perez,Hamilton,Yes,6
Abu Dhabi,45,3,Hamilton,Perez,Yes,9
Abu Dhabi,46,3,Perez,Hamilton,Yes,9
Abu Dhabi,46,13,Albon,Gasly,,6
Abu Dhabi,46,15,Zhou,Schumacher,,6
Abu Dhabi,46,15,Schumacher,Zhou,,9
Abu Dhabi,48,15,Zhou,Schumacher,,6
Abu Dhabi,49,9,Stroll,Ricciardo,,6
Abu Dhabi,49,9,Ricciardo,Stroll,,9
Abu Dhabi,50,9,Stroll,Ricciardo,PiP,6
Abu Dhabi,53,16,Bottas,Schumacher,Yes,6
Abu Dhabi,56,13,Zhou,Gasly,,6
Abu Dhabi,57,12,Zhou,Albon,,6
Abu Dhabi,57,12,Albon,Zhou,,9
Abu Dhabi,57,12,Zhou,Albon,,9
